0	100	1395399.4
1	100	1049395.2
2	100	489850.75
3	100	1447293.0
4	100	352396.03
5	100	1102243.6
6	100	1921692.0
7	100	-58935.15
8	100	871811.5
9	100	782945.5
10	100	1603548.4
11	100	1044464.56
12	100	1088873.5
13	100	-36069.3
14	100	325240.38
15	100	663419.44
16	100	-164305.95
17	100	1164379.0
18	100	374326.94
19	100	919264.2
20	100	399828.28
21	100	219749.81
22	100	353594.5
23	100	1279048.0
24	100	1007482.25
25	100	1266106.2
26	100	1575896.6
27	100	1648661.0
28	100	1303550.5
29	100	81766.47
30	100	1098127.9
31	100	371133.03
32	100	1047192.44
33	100	936578.75
34	100	1983604.5
35	100	584187.1
36	100	40381.24
37	100	925489.56
38	100	10652.9
39	100	1462224.5
40	100	-96337.58
41	100	782677.8
42	100	903369.44
43	100	496953.34
44	100	359925.56
45	100	873424.7
46	100	146295.1
47	100	1613410.6
48	100	1461392.6
49	100	15590.17
50	100	955372.4
51	100	841002.1
52	100	-106640.7
53	100	1421335.1
54	100	846923.44
55	100	936709.5
56	100	613970.8
57	100	931216.75
58	100	160410.69
59	100	1744046.9
60	100	265946.62
61	100	-93852.59
62	100	113749.62
63	100	389728.7
64	100	258552.55
65	100	-132164.83
66	100	1763663.9
67	100	657716.2
68	100	1080756.5
69	100	1715961.5
70	100	-100159.05
71	100	891973.75
72	100	693897.7
73	100	510187.8
74	100	627349.75
75	100	1144032.2
76	100	527868.3
77	100	967797.94
78	100	1656952.0
79	100	781336.6
80	100	1417322.5
81	100	-73337.78
82	100	252330.3
83	100	1849659.5
84	100	143003.72
85	100	389904.06
86	100	1661472.9
87	100	1393221.6
88	100	1248893.4
89	100	1652501.0
90	100	-63822.76
91	100	1421790.4
92	100	1559935.8
93	100	1948105.0
94	100	1241337.8
95	100	1621709.6
96	100	-46981.31
97	100	1716716.5
98	100	1690874.0
99	100	789686.9
100	100	1955493.8
101	100	1785209.9
102	100	1917619.6
103	100	1477673.5
104	100	689057.75
105	100	1853413.8
106	100	1233650.2
107	100	1686156.2
